,title,type,release_year,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,word_count,genres_weight
3273,Messiah,SHOW,2020,45,drama,92,1.0,7.6,42667.0,19.659,7.4,7,0.03650024883774565
3274,Doom: Annihilation,MOVIE,2019,96,action,92,1.0,3.7,9281.0,29.955,4.9,18,0.061918114174040764
3275,Get Organized with The Home Edit,SHOW,2020,42,reality,92,2.0,5.4,1506.0,6.857,6.7,32,0.009158442882633552
3276,Daybreak,SHOW,2019,47,scifi,92,1.0,6.6,19654.0,18.304,7.3,8,0.10741293713508855
3277,The Pharmacist,SHOW,2020,54,documentation,92,1.0,7.7,7261.0,3.063,8.4,14,0.016963451197455785
3278,I Lost My Body,MOVIE,2019,81,fantasy,77,1.0,7.5,32380.0,11.079,7.5,14,0.055241979534612726
3280,Cut Throat City,MOVIE,2020,123,thriller,92,1.0,4.8,2594.0,10.445,6.6,15,0.08545452338467888
3282,Schulz Saves America,SHOW,2020,17,comedy,92,1.0,7.3,1086.0,1.4,7.3,20,0.022292220482381074
3283,High Flying Bird,MOVIE,2019,90,drama,92,1.0,6.2,8616.0,7.304,5.7,16,0.03650024883774565
3284,The Water Man,MOVIE,2020,92,action,92,1.0,5.4,3880.0,13.201,6.2,13,0.061918114174040764
3285,Northern Rescue,SHOW,2019,44,drama,84,1.0,6.9,4202.0,9.477,7.0,15,0.03650024883774565
3286,Itaewon Class,SHOW,2020,70,drama,63,1.0,8.2,12780.0,36.591,8.5,13,0.03650024883774565
3287,The Lost Husband,MOVIE,2020,109,romance,92,1.0,6.1,4739.0,7.282,7.0,16,0.0394984402121797
3288,IO,MOVIE,2019,96,scifi,92,1.0,4.7,34180.0,25.116,4.9,2,0.10741293713508855
3289,Rocks,MOVIE,2019,93,drama,91,1.0,7.4,4711.0,7.28,6.7,5,0.03650024883774565
3291,Over the Moon,MOVIE,2020,95,comedy,58,1.0,6.3,22034.0,75.251,7.3,13,0.022292220482381074
3292,Kiss the Ground,MOVIE,2020,84,documentation,92,1.0,8.2,6736.0,6.272,8.1,15,0.016963451197455785
3293,Quicksand,SHOW,2019,46,drama,66,1.0,7.5,21276.0,16.469,7.3,9,0.03650024883774565
3294,This Changes Everything,MOVIE,2019,97,documentation,92,1.0,7.6,1580.0,4.764,6.5,23,0.016963451197455785
3295,Eli,MOVIE,2019,98,horror,92,1.0,5.8,35214.0,31.78,6.0,3,0.15172426350096502
3296,The Boy Who Harnessed the Wind,MOVIE,2019,113,drama,92,1.0,7.6,37527.0,35.031,7.9,30,0.03650024883774565
3297,Jiu Jitsu,MOVIE,2020,102,action,92,1.0,2.9,8693.0,96.709,5.0,9,0.061918114174040764
3298,American Murder: The Family Next Door,MOVIE,2020,83,documentation,92,1.0,7.2,27193.0,11.309,7.3,37,0.016963451197455785
3299,Start-Up,SHOW,2020,80,drama,63,1.0,8.1,9697.0,32.075,8.4,8,0.03650024883774565
3300,Sintonia,SHOW,2019,44,drama,42,3.0,6.6,1172.0,42.611,8.2,8,0.03650024883774565
3301,Atlantics,MOVIE,2019,106,fantasy,76,1.0,6.7,9405.0,11.349,6.7,9,0.055241979534612726
3302,It's Okay to Not Be Okay,SHOW,2020,76,drama,63,1.0,8.6,22346.0,50.095,8.6,24,0.03650024883774565
3303,Her Private Life,SHOW,2019,75,comedy,63,2.0,7.7,3826.0,14.707,7.933,16,0.022292220482381074
3306,Rim of the World,MOVIE,2019,99,scifi,92,1.0,5.2,23987.0,22.933,6.0,16,0.10741293713508855
3307,Middleditch & Schwartz,SHOW,2020,51,comedy,92,1.0,8.6,5310.0,2.329,8.0,22,0.022292220482381074
3308,The Vanished,MOVIE,2020,115,thriller,92,1.0,5.7,10378.0,13.281,6.0,12,0.08545452338467888
3309,2 Hearts,MOVIE,2020,100,drama,92,1.0,6.2,3801.0,16.578,7.7,8,0.03650024883774565
3310,Bonding,SHOW,2019,17,drama,92,2.0,7.1,16027.0,19.49,7.4,7,0.03650024883774565
3311,Avengement,MOVIE,2019,90,action,91,1.0,6.5,15685.0,17.407,6.8,10,0.061918114174040764
3312,A Shaun the Sheep Movie: Farmageddon,MOVIE,2019,87,family,91,1.0,6.8,13485.0,16.792,6.93,36,0.011507228433050508
3313,Conversations with a Killer: The Ted Bundy Tapes,SHOW,2019,59,documentation,92,1.0,7.8,27439.0,14.137,7.6,48,0.016963451197455785
3314,The Edge of All We Know,MOVIE,2020,99,documentation,92,1.0,6.6,2422.0,7.7,6.8,23,0.016963451197455785
3315,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,MOVIE,2019,142,documentation,92,1.0,7.6,6730.0,9.859,7.2,59,0.016963451197455785
3316,American Factory,MOVIE,2019,110,documentation,92,1.0,7.4,21694.0,12.978,7.2,16,0.016963451197455785
3317,Fear City: New York vs The Mafia,SHOW,2020,52,crime,92,1.0,7.1,7354.0,10.282,6.9,32,0.05329376206256145
3318,Inside Bill's Brain: Decoding Bill Gates,SHOW,2019,53,documentation,92,1.0,7.9,10892.0,6.426,7.5,40,0.016963451197455785
3319,Wasp Network,MOVIE,2020,128,thriller,42,1.0,5.9,10368.0,10.195,6.1,12,0.08545452338467888
3320,Klaus,MOVIE,2019,96,fantasy,60,1.0,8.1,143737.0,20.85,8.3,5,0.055241979534612726
3321,The Uncanny Counter,SHOW,2020,64,drama,63,1.0,8.1,6033.0,28.255,8.8,19,0.03650024883774565
3322,GREAT PRETENDER,SHOW,2020,23,drama,74,1.0,7.9,4902.0,13.641,7.6,15,0.03650024883774565
3323,We Can Be Heroes,MOVIE,2020,97,fantasy,92,1.0,4.7,14759.0,72.986,6.2,16,0.055241979534612726
3324,All the Bright Places,MOVIE,2020,108,romance,92,1.0,6.5,28355.0,81.765,7.7,21,0.0394984402121797
3325,The Last Blockbuster,MOVIE,2020,86,documentation,92,1.0,6.7,5448.0,8.213,6.6,20,0.016963451197455785
3326,The Great Hack,MOVIE,2019,114,documentation,92,1.0,7.1,22838.0,15.376,6.9,14,0.016963451197455785
3327,The Baker and the Beauty,SHOW,2020,32,comedy,92,1.0,7.3,4270.0,8.545,8.1,24,0.022292220482381074
3328,V Wars,SHOW,2019,42,scifi,92,1.0,6.0,13745.0,19.7,7.7,6,0.10741293713508855
3329,High Score,SHOW,2020,42,documentation,92,1.0,7.4,7912.0,13.282,7.6,10,0.016963451197455785
3330,Night in Paradise,MOVIE,2020,131,thriller,63,1.0,6.7,6747.0,61.796,6.9,17,0.08545452338467888
3331,The Disciple,MOVIE,2020,128,drama,75,1.0,7.1,2567.0,3.49,6.8,12,0.03650024883774565
3332,Special,SHOW,2019,22,comedy,92,2.0,7.6,9434.0,6.88,6.7,7,0.022292220482381074
3333,Street Food,SHOW,2019,31,documentation,92,2.0,7.9,2760.0,4.101,7.9,11,0.016963451197455785
3334,Oh My Baby,SHOW,2020,68,comedy,63,1.0,7.2,213.0,4.131,7.0,10,0.022292220482381074
3335,The Boys in the Band,MOVIE,2020,121,drama,92,1.0,6.8,15376.0,11.082,6.8,20,0.03650024883774565
3336,Miss Americana,MOVIE,2020,85,music,92,1.0,7.4,19482.0,16.672,7.9,14,0.0157071240425816
3337,High Seas,SHOW,2019,42,crime,60,4.0,6.8,7359.0,20.911,7.0,9,0.05329376206256145
3338,Chambers,SHOW,2019,44,drama,92,1.0,6.4,8455.0,13.586,6.8,8,0.03650024883774565
3339,The Forty-Year-Old Version,MOVIE,2020,123,comedy,92,1.0,7.2,5003.0,11.646,6.9,26,0.022292220482381074
3340,The Letter for the King,SHOW,2020,47,action,91,1.0,5.9,7468.0,8.039,7.1,23,0.061918114174040764
3343,Audrey,MOVIE,2020,100,documentation,92,1.0,7.1,1960.0,8.723,7.1,6,0.016963451197455785
3344,The Devil Next Door,SHOW,2019,46,crime,92,1.0,7.6,13370.0,6.571,7.2,19,0.05329376206256145
3345,Calm with Horses,MOVIE,2020,100,crime,70,1.0,6.8,5649.0,6.1,6.4,16,0.05329376206256145
3346,Skylines,MOVIE,2020,113,scifi,77,1.0,4.7,8139.0,92.324,5.6,8,0.10741293713508855
3347,White Lines,SHOW,2020,55,drama,91,1.0,6.6,16768.0,14.393,6.8,11,0.03650024883774565
3348,Girl on the Third Floor,MOVIE,2019,93,horror,92,1.0,4.7,10005.0,10.168,5.3,23,0.15172426350096502
3349,Spinning Out,SHOW,2020,49,drama,92,1.0,7.6,14066.0,14.067,8.1,12,0.03650024883774565
3350,Tales of the City,SHOW,2019,56,drama,92,1.0,7.4,7930.0,10.445,7.5,17,0.03650024883774565
3351,Stateless,SHOW,2020,53,drama,83,1.0,7.5,9327.0,8.085,6.8,9,0.03650024883774565
3352,Power Rangers Beast Morphers,SHOW,2019,22,action,60,2.0,6.5,602.0,1.802,9.7,28,0.061918114174040764
3353,Vita & Virginia,MOVIE,2019,110,drama,91,1.0,5.7,3823.0,8.037,6.9,15,0.03650024883774565
3354,Captain Underpants: Epic Choice-o-rama,MOVIE,2020,37,comedy,92,1.0,6.4,80.0,4.5,8.0,38,0.022292220482381074
3355,Darwin's Game,SHOW,2020,25,action,74,1.0,7.2,2440.0,14.208,7.86,13,0.061918114174040764
3356,The Perfect Date,MOVIE,2019,93,romance,92,1.0,5.8,38796.0,51.174,6.5,16,0.0394984402121797
3357,Osmosis,SHOW,2019,42,drama,77,1.0,5.7,3041.0,8.783,5.9,7,0.03650024883774565
3358,Tidying Up with Marie Kondo,SHOW,2019,40,reality,92,1.0,6.6,3568.0,4.47,6.8,27,0.009158442882633552
3359,Love Wedding Repeat,MOVIE,2020,100,comedy,91,1.0,5.5,20412.0,10.708,5.66,19,0.022292220482381074
3360,Disclosure,MOVIE,2020,107,documentation,92,1.0,8.2,5421.0,13.019,8.2,10,0.016963451197455785
3361,Framing John DeLorean,MOVIE,2019,109,drama,92,1.0,6.5,2331.0,4.842,6.2,21,0.03650024883774565
3362,The Decline,MOVIE,2020,83,thriller,84,1.0,6.0,8782.0,7.679,6.2,11,0.08545452338467888
3363,Patsy & Loretta,MOVIE,2019,88,music,92,1.0,6.8,1062.0,4.824,6.6,15,0.0157071240425816
3364,What Lies Below,MOVIE,2020,87,horror,92,1.0,4.3,8290.0,35.418,5.4,15,0.15172426350096502
3365,The Sleepover,MOVIE,2020,103,action,92,1.0,5.6,10399.0,9.88,6.5,13,0.061918114174040764
3367,Selena: The Series,SHOW,2020,38,drama,92,2.0,6.9,4505.0,45.91,7.5,18,0.03650024883774565
3368,Magamuni,MOVIE,2019,157,drama,75,1.0,7.8,2207.0,1.418,6.9,8,0.03650024883774565
3369,LEGO City Adventures,SHOW,2019,13,animation,92,4.0,6.7,194.0,7.24,7.4,20,0.006979595304856584
3370,Dash & Lily,SHOW,2020,25,drama,92,1.0,7.5,16978.0,16.738,8.2,11,0.03650024883774565
3371,Bill Burr: Paper Tiger,MOVIE,2019,67,comedy,91,1.0,8.1,10979.0,6.16,7.3,22,0.022292220482381074
3372,Carmen Sandiego,SHOW,2019,25,animation,92,4.0,7.9,5744.0,16.916,8.1,15,0.006979595304856584
3373,Toy Boy,SHOW,2019,61,drama,60,2.0,6.5,7526.0,23.996,7.7,7,0.03650024883774565
3374,Sergio,MOVIE,2020,118,drama,67,1.0,6.2,9698.0,11.893,6.7,6,0.03650024883774565
3375,The Lift Boy,MOVIE,2019,107,drama,75,1.0,7.1,2666.0,1.422,6.8,12,0.03650024883774565
3376,Made You Look: A True Story About Fake Art,MOVIE,2020,96,documentation,84,1.0,7.0,4230.0,4.929,7.0,42,0.016963451197455785
3377,Vagabond,SHOW,2019,63,drama,63,1.0,8.2,7982.0,29.264,8.475,8,0.03650024883774565
3378,The Swarm,MOVIE,2020,101,horror,77,1.0,5.3,6892.0,11.418,5.817,9,0.15172426350096502
3379,A Whisker Away,MOVIE,2020,104,fantasy,74,1.0,6.7,9818.0,64.583,8.0,14,0.055241979534612726
3380,Fatima,MOVIE,2020,113,drama,41,1.0,6.5,3232.0,8.184,7.2,6,0.03650024883774565
3381,Dave Chappelle: Sticks & Stones,MOVIE,2019,65,comedy,92,1.0,8.4,26075.0,7.885,7.646,31,0.022292220482381074
3382,Aunty Donna's Big Ol House of Fun,SHOW,2020,20,comedy,83,1.0,7.9,6318.0,4.316,7.5,33,0.022292220482381074
3383,Caliphate,SHOW,2020,48,drama,66,1.0,8.2,18134.0,12.662,7.3,9,0.03650024883774565
3384,Heaven Official's Blessing,SHOW,2020,24,scifi,58,1.0,8.2,1475.0,7.437,8.6,26,0.10741293713508855
3385,Tell Me Who I Am,MOVIE,2019,85,thriller,91,1.0,7.6,14466.0,6.542,7.5,16,0.08545452338467888
3387,Concrete Cowboy,MOVIE,2020,111,western,92,1.0,6.3,8660.0,8.139,6.2,15,0.10511877450444873
3388,"Live Twice, Love Once",MOVIE,2019,101,comedy,60,1.0,7.2,6588.0,14.209,7.5,21,0.022292220482381074
3389,Astronomy Club: The Sketch Show,SHOW,2019,20,comedy,92,1.0,6.9,598.0,1.4,7.2,31,0.022292220482381074
3391,Uncorked,MOVIE,2020,104,drama,92,1.0,6.4,5588.0,8.757,6.1,8,0.03650024883774565
3393,Grand Army,SHOW,2020,52,drama,92,1.0,7.4,6723.0,9.697,8.0,10,0.03650024883774565
3394,Next in Fashion,SHOW,2020,50,reality,92,1.0,7.3,3646.0,4.72,8.0,15,0.009158442882633552
3395,Persona,SHOW,2019,22,drama,63,2.0,6.6,1196.0,5.056,6.5,7,0.03650024883774565
3396,Killer Inside: The Mind of Aaron Hernandez,SHOW,2020,67,documentation,92,1.0,7.4,16934.0,7.173,7.4,42,0.016963451197455785
3397,Poms,MOVIE,2019,91,comedy,91,1.0,6.0,6274.0,9.696,6.6,4,0.022292220482381074
3398,Barbie: Princess Adventure,MOVIE,2020,71,animation,92,1.0,5.5,474.0,79.617,7.3,26,0.006979595304856584
3399,Nobody Sleeps in the Woods Tonight,MOVIE,2020,102,horror,54,1.0,4.9,11603.0,91.502,5.0,34,0.15172426350096502
3400,The Reason I Jump,MOVIE,2020,82,documentation,92,1.0,7.5,835.0,2.638,7.2,17,0.016963451197455785
3401,Violet Evergarden: The Movie,MOVIE,2020,140,fantasy,74,1.0,8.3,6099.0,19.795,8.5,28,0.055241979534612726
3402,Garth Brooks: The Road I'm On,SHOW,2019,86,documentation,92,1.0,7.4,287.0,0.699,10.0,29,0.016963451197455785
3403,Biohackers,SHOW,2020,42,drama,89,2.0,6.8,9577.0,11.461,7.5,10,0.03650024883774565
3404,The I-Land,SHOW,2019,40,drama,92,1.0,4.6,16918.0,16.064,5.66,10,0.03650024883774565
3405,Jo Koy: Comin’ In Hot,MOVIE,2019,60,comedy,92,1.0,7.3,1049.0,2.53,7.1,21,0.022292220482381074
3406,"The Mind, Explained",SHOW,2019,22,documentation,92,2.0,8.0,5312.0,9.751,7.8,19,0.016963451197455785
3407,The Operative,MOVIE,2019,120,thriller,55,1.0,5.7,6250.0,18.028,5.7,13,0.08545452338467888
3408,Carole & Tuesday,SHOW,2019,24,scifi,74,1.0,7.8,2038.0,9.913,7.4,16,0.10741293713508855
3409,Arthdal Chronicles,SHOW,2019,80,drama,63,3.0,8.3,4351.0,16.156,8.114,18,0.03650024883774565
3410,Green Eggs and Ham,SHOW,2019,28,animation,92,2.0,8.1,2631.0,13.878,8.6,18,0.006979595304856584
3411,Challenger: The Final Flight,SHOW,2020,45,documentation,92,1.0,7.8,6927.0,14.707,7.1,28,0.016963451197455785
3412,See You Yesterday,MOVIE,2019,86,scifi,92,1.0,5.2,10725.0,7.583,5.6,17,0.10741293713508855
3413,The Willoughbys,MOVIE,2020,92,comedy,84,1.0,6.3,18662.0,22.543,7.1,15,0.022292220482381074
3414,Unabomber: In His Own Words,SHOW,2020,44,crime,92,1.0,7.2,3446.0,4.465,7.4,27,0.05329376206256145
3415,Song Exploder,SHOW,2020,25,documentation,92,2.0,7.4,776.0,1.366,8.0,13,0.016963451197455785
3416,Dragons: Rescue Riders,SHOW,2019,24,action,92,2.0,5.9,314.0,10.237,7.0,22,0.061918114174040764
3417,Close,MOVIE,2019,95,action,92,1.0,5.7,24755.0,17.405,5.82,5,0.061918114174040764
3418,The Ghost Bride,SHOW,2020,51,drama,25,1.0,6.2,739.0,7.036,7.0,15,0.03650024883774565
3419,The Silence of Others,MOVIE,2019,95,documentation,92,1.0,8.0,2096.0,9.886,8.2,21,0.016963451197455785
3420,Cuties,MOVIE,2020,96,drama,77,1.0,3.4,30338.0,10.271,5.3,6,0.03650024883774565
3422,An Easy Girl,MOVIE,2019,92,comedy,77,1.0,5.6,5045.0,16.345,5.6,12,0.022292220482381074
3423,Nate Bargatze: The Tennessee Kid,MOVIE,2019,60,comedy,92,1.0,7.6,1835.0,2.578,7.5,32,0.022292220482381074
3424,The Babysitter: Killer Queen,MOVIE,2020,101,comedy,92,1.0,5.8,38684.0,83.924,6.4,28,0.022292220482381074
3425,7SEEDS,SHOW,2019,25,scifi,74,2.0,6.3,1420.0,32.402,8.0,6,0.10741293713508855
3426,Mr. Iglesias,SHOW,2019,29,comedy,92,3.0,7.1,6857.0,7.974,7.7,12,0.022292220482381074
3428,Gameboys,SHOW,2020,27,drama,16,2.0,8.4,1118.0,8.164,8.5,8,0.03650024883774565
3429,The Liberator,SHOW,2020,49,action,92,1.0,7.5,6128.0,19.173,7.1,13,0.061918114174040764
3430,Tall Girl,MOVIE,2019,101,comedy,92,1.0,5.2,23452.0,25.358,6.4,9,0.022292220482381074
3431,Cadaver,MOVIE,2020,86,thriller,59,1.0,5.1,9860.0,39.028,5.6,7,0.08545452338467888
3432,The Baby-Sitters Club,SHOW,2020,27,comedy,92,2.0,7.3,3966.0,29.598,8.0,21,0.022292220482381074
3434,The Gift,SHOW,2019,43,thriller,68,3.0,7.0,21802.0,16.327,7.7,8,0.08545452338467888
3435,Prank Encounters,SHOW,2019,23,reality,92,2.0,5.2,2728.0,15.251,7.3,16,0.009158442882633552
3436,Let It Snow,MOVIE,2019,93,romance,92,1.0,5.8,21828.0,14.599,6.101,11,0.0394984402121797
3437,Trinkets,SHOW,2019,26,drama,92,2.0,7.0,10725.0,17.648,8.089,8,0.03650024883774565
3438,Holidate,MOVIE,2020,104,romance,92,1.0,6.1,63070.0,13.344,7.1,8,0.0394984402121797
3439,Sightless,MOVIE,2020,89,drama,92,1.0,5.5,8368.0,9.633,7.0,9,0.03650024883774565
3440,The Last Thing He Wanted,MOVIE,2020,116,thriller,91,1.0,4.3,15238.0,12.128,4.9,24,0.08545452338467888
3441,ZZ Top: That Little Ol' Band from Texas,MOVIE,2019,91,music,91,1.0,7.5,1732.0,4.222,7.5,39,0.0157071240425816
3442,Ju-On: Origins,SHOW,2020,29,drama,74,1.0,6.1,4546.0,20.607,6.8,14,0.03650024883774565
3443,Dolly Parton's Heartstrings,SHOW,2019,66,drama,92,1.0,7.6,2107.0,4.747,7.3,27,0.03650024883774565
3445,October Faction,SHOW,2020,41,horror,92,1.0,6.1,10961.0,8.382,6.8,15,0.15172426350096502
3446,Hache,SHOW,2019,45,crime,60,2.0,6.5,1638.0,14.23,6.6,5,0.05329376206256145
3447,Super Deluxe,MOVIE,2019,176,comedy,75,1.0,8.4,13680.0,7.084,7.8,12,0.022292220482381074
3448,System Crasher,MOVIE,2019,118,drama,89,1.0,7.8,12874.0,10.356,7.7,14,0.03650024883774565
3449,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,MOVIE,2020,80,comedy,92,1.0,6.9,5376.0,8.317,6.4,49,0.022292220482381074
3450,Medical Police,SHOW,2020,24,comedy,92,1.0,5.9,4203.0,9.85,6.7,14,0.022292220482381074
3451,My Unfamiliar Family,SHOW,2020,73,drama,63,1.0,7.8,109.0,15.464,8.0,20,0.03650024883774565
3452,Puerta 7,SHOW,2020,41,crime,37,1.0,5.6,560.0,6.19,7.1,8,0.05329376206256145
3453,The Last Kids on Earth,SHOW,2019,35,animation,92,4.0,7.2,1358.0,13.206,8.4,22,0.006979595304856584
3454,Jenny Slate: Stage Fright,MOVIE,2019,66,comedy,92,1.0,5.8,1291.0,3.462,5.9,25,0.022292220482381074
3455,The Barrier,SHOW,2020,53,scifi,60,1.0,6.8,3506.0,21.052,7.1,11,0.10741293713508855
3456,Valeria,SHOW,2020,41,comedy,60,2.0,6.5,5701.0,24.53,7.5,7,0.022292220482381074
3458,Lying and Stealing,MOVIE,2019,100,crime,92,1.0,5.4,5818.0,20.588,6.0,18,0.05329376206256145
3459,I'm No Longer Here,MOVIE,2019,112,drama,51,1.0,7.3,7918.0,17.342,7.7,18,0.03650024883774565
3460,Children of the Sea,MOVIE,2019,110,thriller,74,1.0,6.5,2850.0,17.945,7.2,19,0.08545452338467888
3462,The Bonfire of Destiny,SHOW,2019,50,drama,77,1.0,7.6,4560.0,10.26,7.4,22,0.03650024883774565
3463,9to5: The Story of A Movement,MOVIE,2020,89,documentation,92,1.0,7.4,238.0,1.777,6.8,29,0.016963451197455785
3464,Gentefied,SHOW,2020,30,comedy,92,2.0,7.3,2697.0,3.205,7.8,9,0.022292220482381074
3465,To All the Boys: P.S. I Still Love You,MOVIE,2020,102,romance,92,1.0,6.0,37471.0,38.468,6.898,38,0.0394984402121797
3466,Mystic Pop-up Bar,SHOW,2020,70,drama,63,1.0,8.0,2073.0,7.735,8.286,17,0.03650024883774565
3467,BNA,SHOW,2020,24,scifi,74,1.0,7.2,2605.0,18.263,8.4,3,0.10741293713508855
3468,Hubie Halloween,MOVIE,2020,103,horror,92,1.0,5.2,48575.0,18.454,6.0,15,0.15172426350096502
3469,Designated Survivor: 60 Days,SHOW,2019,74,thriller,63,1.0,8.1,1274.0,7.252,8.4,28,0.08545452338467888
3470,Vampires vs. the Bronx,MOVIE,2020,86,comedy,92,1.0,5.6,9815.0,11.147,5.9,22,0.022292220482381074
3471,Trial by Media,SHOW,2020,62,crime,92,1.0,7.1,3172.0,2.792,7.3,14,0.05329376206256145
3472,Cannon Busters,SHOW,2019,24,scifi,92,1.0,6.6,1200.0,4.263,6.4,14,0.10741293713508855
3473,The Coldest Game,MOVIE,2019,104,thriller,54,1.0,6.2,10749.0,9.345,6.2,16,0.08545452338467888
3474,Anthony Jeselnik: Fire in the Maternity Ward,MOVIE,2019,64,comedy,92,1.0,7.2,3605.0,4.278,7.0,44,0.022292220482381074
3475,"Good Morning, Verônica",SHOW,2020,45,crime,42,2.0,7.5,3673.0,13.922,7.4,22,0.05329376206256145
3476,AJ and the Queen,SHOW,2020,51,comedy,92,1.0,7.4,8129.0,10.486,7.7,16,0.022292220482381074
3477,Chef's Table: BBQ,SHOW,2020,44,documentation,92,1.0,7.8,1006.0,3.433,7.9,17,0.016963451197455785
3478,Gigantosaurus,SHOW,2019,13,animation,77,3.0,6.4,173.0,10.686,7.0,13,0.006979595304856584
3479,Rainbow High,SHOW,2020,6,comedy,92,3.0,5.8,141.0,2.632,9.8,12,0.022292220482381074
3480,Turn Up Charlie,SHOW,2019,27,comedy,91,1.0,7.0,7431.0,5.235,7.2,15,0.022292220482381074
3481,The Stand In,MOVIE,2020,97,comedy,92,1.0,4.7,3439.0,7.135,5.6,12,0.022292220482381074
3482,Earthquake Bird,MOVIE,2019,107,romance,91,1.0,5.9,14519.0,10.326,5.9,15,0.0394984402121797
3483,Falling Inn Love,MOVIE,2019,98,romance,92,1.0,5.6,19559.0,19.061,6.529,16,0.0394984402121797
3484,The Wedding Guest,MOVIE,2019,96,thriller,75,1.0,5.8,5678.0,6.608,5.7,17,0.08545452338467888
3485,Miles Davis: Birth of the Cool,MOVIE,2019,116,documentation,92,1.0,7.4,1771.0,4.877,7.4,30,0.016963451197455785
3487,Family Business,SHOW,2019,33,comedy,77,3.0,7.4,4051.0,12.624,7.3,15,0.022292220482381074
3488,The Eddy,SHOW,2020,58,drama,77,1.0,7.1,2926.0,8.046,6.6,8,0.03650024883774565
3489,Kevin Hart: Don't F**k This Up,SHOW,2019,32,documentation,92,1.0,6.4,2020.0,1.443,6.2,30,0.016963451197455785
3491,Altered Carbon: Resleeved,MOVIE,2020,75,scifi,74,1.0,6.5,6127.0,81.179,6.5,25,0.10741293713508855
3492,Have a Good Trip: Adventures in Psychedelics,MOVIE,2020,85,documentation,92,1.0,6.8,7707.0,12.231,6.9,44,0.016963451197455785
3493,The Mess You Leave Behind,SHOW,2020,45,crime,60,1.0,6.7,9053.0,27.981,6.916,25,0.05329376206256145
3494,"Nisman. The Prosecutor, the President and the Spy",SHOW,2019,62,history,37,1.0,7.6,581.0,1.923,6.6,49,0.04340701358289938
3495,Love 101,SHOW,2020,46,drama,68,2.0,7.5,14206.0,14.642,8.1,8,0.03650024883774565
3497,Invader ZIM: Enter the Florpus,MOVIE,2019,71,drama,92,1.0,7.4,5796.0,10.288,7.6,30,0.03650024883774565
3498,Forensic,MOVIE,2020,134,crime,75,1.0,6.8,5124.0,5.848,6.6,8,0.05329376206256145
3499,The Confession Killer,SHOW,2019,48,crime,92,1.0,7.4,8984.0,4.44,7.3,21,0.05329376206256145
3500,Kota Factory,SHOW,2019,39,drama,75,2.0,9.1,69316.0,9.584,8.3,12,0.03650024883774565
3501,The Fable,MOVIE,2019,123,comedy,74,1.0,6.5,1838.0,3.501,6.5,9,0.022292220482381074
3503,How High 2,MOVIE,2019,89,comedy,92,1.0,3.0,1123.0,17.294,6.6,10,0.022292220482381074
3504,Violet Evergarden: Eternity and the Auto Memories Doll,MOVIE,2019,90,family,74,1.0,7.4,4692.0,21.408,8.2,54,0.011507228433050508
3506,Lenox Hill,SHOW,2020,48,documentation,92,1.0,8.6,2311.0,6.268,6.8,10,0.016963451197455785
3507,The Stronghold,MOVIE,2020,105,crime,77,1.0,6.9,10013.0,100.742,7.479,14,0.05329376206256145
3508,Dream Home Makeover,SHOW,2020,27,reality,92,3.0,5.6,1101.0,8.584,7.6,19,0.009158442882633552
3509,The Alcàsser Murders,SHOW,2019,61,documentation,60,1.0,7.1,2127.0,7.573,7.4,20,0.016963451197455785
3510,Coded Bias,MOVIE,2020,86,documentation,92,1.0,6.7,2311.0,3.365,7.3,10,0.016963451197455785
3511,The Kindness of Strangers,MOVIE,2019,114,drama,92,1.0,6.4,3747.0,8.158,6.5,25,0.03650024883774565
3512,The Disappearance of Madeleine McCann,SHOW,2019,55,crime,91,1.0,6.6,10691.0,6.571,6.8,37,0.05329376206256145
3513,Connected,SHOW,2020,44,documentation,92,1.0,7.5,1724.0,4.812,8.2,9,0.016963451197455785
3514,The InBESTigators,SHOW,2019,19,comedy,83,2.0,8.1,804.0,7.564,8.8,17,0.022292220482381074
3515,I Am Woman,MOVIE,2020,116,drama,83,1.0,6.5,2296.0,15.377,6.9,10,0.03650024883774565
3516,Bigfoot Family,MOVIE,2020,97,animation,76,1.0,5.8,2723.0,12.91,7.1,14,0.006979595304856584
3518,Death of Me,MOVIE,2020,95,horror,92,1.0,4.4,6176.0,36.207,5.0,11,0.15172426350096502
3519,Black Space,SHOW,2020,46,crime,55,2.0,6.7,1834.0,4.268,7.3,11,0.05329376206256145
3520,Interior Design Masters,SHOW,2019,54,reality,91,3.0,6.4,1420.0,3.167,6.9,23,0.009158442882633552
3521,No Good Nick,SHOW,2019,29,comedy,92,2.0,5.9,2920.0,11.386,7.1,12,0.022292220482381074
3522,Lost Bullet,MOVIE,2020,92,thriller,76,1.0,6.3,9479.0,12.144,6.7,11,0.08545452338467888
3523,History 101,SHOW,2020,22,documentation,91,2.0,6.8,4100.0,7.172,7.0,11,0.016963451197455785
3524,Screwball,MOVIE,2019,105,history,92,1.0,7.1,1713.0,4.692,6.2,9,0.04340701358289938
3525,Tigertail,MOVIE,2020,91,drama,92,1.0,6.6,3589.0,6.618,6.9,9,0.03650024883774565
3526,A Fall from Grace,MOVIE,2020,120,thriller,92,1.0,5.8,15341.0,13.235,7.091,17,0.08545452338467888
